image_path,label,file_name,file_size_kb,is_valid,width,height,channels
data\raw\Organic\yard_trimmings\composting-yard-waste.jpg,organic,composting-yard-waste.jpg,249.9,True,875,583,3
data\raw\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890.jpg,hazardous,compact-fluorescent-light-bulb-vector-3890.jpg,69.4,True,700,1080,3
data\raw\Hazardous\e-waste\LED-vs-fluorescent-2022-section-1 - Copy.jpg,hazardous,LED-vs-fluorescent-2022-section-1 - Copy.jpg,270.94,True,1025,625,3
data\raw\Organic\kitchen_waste\3-s2.0-B978012818353300016X-f16-01-9780128183533.jpg,organic,3-s2.0-B978012818353300016X-f16-01-9780128183533.jpg,88.54,True,489,471,3
data\raw\Recyclable\glass_containers\FMCNJR900-02-1.jpg,recyclable,FMCNJR900-02-1.jpg,30.18,True,500,500,3
data\raw\Non-Recyclable\diapers\Post_2_large.jpeg,non-recyclable,Post_2_large.jpeg,71.43,True,466,480,3
data\raw\Non-Recyclable\ceramic_product\LZSBWTVMZFLHTBPVKNOIAGPNEY.jpg,non-recyclable,LZSBWTVMZFLHTBPVKNOIAGPNEY.jpg,4521.52,True,5500,3777,3
data\raw\Organic\egg_shells\eggshells-in-garden.jpg,organic,eggshells-in-garden.jpg,598.75,True,849,565,3
data\raw\Recyclable\glass_containers\32.5_19d4770e-dc7a-4951-82bb-bf0030a411f7.jpg,recyclable,32.5_19d4770e-dc7a-4951-82bb-bf0030a411f7.jpg,292.15,True,2563,2563,3
data\raw\Non-Recyclable\ceramic_product\bouke-de-vries-broken-ceramics-sculptures-kintsugi-designboom-8.jpg,non-recyclable,bouke-de-vries-broken-ceramics-sculptures-kintsugi-designboom-8.jpg,165.03,True,818,1211,3
data\raw\Organic\yard_trimmings\wheelbarrow-with-garden-waste-in-a-rural-garden-at-a-half-timbered-EBNYYX.jpg,organic,wheelbarrow-with-garden-waste-in-a-rural-garden-at-a-half-timbered-EBNYYX.jpg,418.41,True,1300,955,3
data\raw\Organic\egg_shells\stock-photo-eggshell-shell-of-eggs-on-wooden-kitchen-table-1626806662.jpg,organic,stock-photo-eggshell-shell-of-eggs-on-wooden-kitchen-table-1626806662.jpg,1361.97,True,1500,1101,3
data\raw\Hazardous\pesticides\y-herbicides-farmers-spray-insecticides-in-rice-fields-in-vietnam-1827065294.jpg,hazardous,y-herbicides-farmers-spray-insecticides-in-rice-fields-in-vietnam-1827065294.jpg,1901.49,True,1500,1102,3
data\raw\Organic\yard_trimmings\Banner_YardWaste.jpg,organic,Banner_YardWaste.jpg,587.93,True,1088,332,3
data\raw\Organic\coffee_tea_bags\Green-Zipper-15-Tea-Bags-500x500.png,organic,Green-Zipper-15-Tea-Bags-500x500.png,41.4,True,500,500,3
data\raw\Hazardous\e-waste\t5-recycling.jpg,hazardous,t5-recycling.jpg,347.0,True,799,414,3
data\raw\Recyclable\paper_products\mixed-paper-waste-cardboard-confidential-documents.jpg,recyclable,mixed-paper-waste-cardboard-confidential-documents.jpg,50.57,True,850,380,3
data\raw\Non-Recyclable\ceramic_product\Broken-Ceramics-Glass-Mirror-Chips.webp,non-recyclable,Broken-Ceramics-Glass-Mirror-Chips.webp,138.73,True,700,700,3
data\raw\Hazardous\pesticides\phenyl-and-any-keetnashaak-pesticides-insecticides-original-imafjzmxq6gs5bgr.jpeg,hazardous,phenyl-and-any-keetnashaak-pesticides-insecticides-original-imafjzmxq6gs5bgr.jpeg,133.51,True,850,850,3
data\raw\Hazardous\e-waste\disposing-lightbulbs-batteries.jpg,hazardous,disposing-lightbulbs-batteries.jpg,403.84,True,900,450,3
data\raw\Organic\yard_trimmings\1651988918799_a-gardener-collecting-garden-waste.jpg,organic,1651988918799_a-gardener-collecting-garden-waste.jpg,164.6,True,1200,675,3
data\raw\Hazardous\paints\Composition-of-Solvent-borne-Paints.png,hazardous,Composition-of-Solvent-borne-Paints.png,46.3,True,562,943,3
data\raw\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs - Copy.png,hazardous,Dont-Trash-fluorescent-bulbs - Copy.png,210.92,True,269,341,3
data\raw\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3 - Copy.jpg,hazardous,how-to-dispose-of-light-bulbs-section-3 - Copy.jpg,226.83,True,1025,625,3
data\raw\Organic\yard_trimmings\raking-up-grass-cuttings-in-spring-during-yard-maintenance-with-a-GT8C20.jpg,organic,raking-up-grass-cuttings-in-spring-during-yard-maintenance-with-a-GT8C20.jpg,278.25,True,1300,956,3
data\raw\Non-Recyclable\diapers\40229261_4-pampers-active-baby-diapers-new-born.jpg,non-recyclable,40229261_4-pampers-active-baby-diapers-new-born.jpg,36.82,True,500,500,3
data\raw\Recyclable\cans_all_type\used-food-cans-at-recycling-center-germany-europe-S1TE9M.jpg,recyclable,used-food-cans-at-recycling-center-germany-europe-S1TE9M.jpg,247.7,True,1300,1060,3
data\raw\Organic\food_scraps\Are_landfills_in_India_overloaded_from_Food_wastes.jpg,organic,Are_landfills_in_India_overloaded_from_Food_wastes.jpg,578.08,True,1280,780,3
data\raw\Recyclable\paper_products\Overiew-papermaking-process-lumber-industry.jpg,recyclable,Overiew-papermaking-process-lumber-industry.jpg,391.5,True,1920,1080,3
data\raw\Organic\food_scraps\food-waste-problem.jpg,organic,food-waste-problem.jpg,514.74,True,1920,1276,3
data\raw\Hazardous\e-waste\17175 - Copy.jpeg,hazardous,17175 - Copy.jpeg,168.2,True,960,684,3
data\raw\Organic\food_scraps\arina20cooking20with20scraps.jpg,organic,arina20cooking20with20scraps.jpg,239.22,True,1200,1600,3
data\raw\Organic\egg_shells\how-to-use-egg-shells-in-your-beauty-and-skincare-routine-500x300-piccontent.jpg,organic,how-to-use-egg-shells-in-your-beauty-and-skincare-routine-500x300-piccontent.jpg,30.05,True,500,300,3
data\raw\Organic\kitchen_waste\compost-food-waste.jpg,organic,compost-food-waste.jpg,252.95,True,1024,512,3
data\raw\Non-Recyclable\platics_bags_wrappers\03222022_recycling01_182011.jpg,non-recyclable,03222022_recycling01_182011.jpg,779.19,True,2400,1600,3
data\raw\Recyclable\paper_products\personal_waste_diversion-_EXAMPLE__75883.1625001758.jpg,recyclable,personal_waste_diversion-_EXAMPLE__75883.1625001758.jpg,183.3,True,1280,1280,3
data\raw\Non-Recyclable\platics_bags_wrappers\1y1fa85aTElzQL94rheAIAA.png,non-recyclable,1y1fa85aTElzQL94rheAIAA.png,2251.29,True,1200,766,3
data\raw\Non-Recyclable\ceramic_product\plate-blue-broken-cemetery.jpg,non-recyclable,plate-blue-broken-cemetery.jpg,85.47,True,910,607,3
data\raw\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,hazardous,1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,116.25,True,870,470,3
data\raw\Non-Recyclable\diapers\63bcf2c160a1da17ec6c2e83-ubbi-disposable-diaper-sacks-lavender.jpg,non-recyclable,63bcf2c160a1da17ec6c2e83-ubbi-disposable-diaper-sacks-lavender.jpg,94.31,True,1500,1292,3
data\raw\Organic\food_scraps\iStock-172481514.jpg,organic,iStock-172481514.jpg,782.71,True,2048,1536,3
data\raw\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890 - Copy.jpg,hazardous,compact-fluorescent-light-bulb-vector-3890 - Copy.jpg,69.4,True,700,1080,3
data\raw\Non-Recyclable\diapers\piles-of-plastic-disposable-nappies-on-funafuti-tuvalu-A6T59N.jpg,non-recyclable,piles-of-plastic-disposable-nappies-on-funafuti-tuvalu-A6T59N.jpg,178.54,True,864,1390,3
data\raw\Non-Recyclable\sanitary_napkin\feminine-hygiene-products-concept_23-2148660550.jpg,non-recyclable,feminine-hygiene-products-concept_23-2148660550.jpg,38.08,True,626,626,3
data\raw\Organic\yard_trimmings\maxresdefault2.jpg,organic,maxresdefault2.jpg,220.52,True,1280,720,3
data\raw\Organic\egg_shells\Image_eggshells.jpg,organic,Image_eggshells.jpg,39.47,True,640,426,3
data\raw\Hazardous\batteries\creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,hazardous,creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,613.7,True,1440,792,3
data\raw\Recyclable\paper_products\0688695001594027525-kraft-paper-scrap-o.jpeg.webp,recyclable,0688695001594027525-kraft-paper-scrap-o.jpeg.webp,108.69,True,640,640,3
data\raw\Organic\egg_shells\seedling-growth-in-eggshells.jpg,organic,seedling-growth-in-eggshells.jpg,152.97,True,1600,1200,3
data\raw\Hazardous\e-waste\BulbSchematic.jpg,hazardous,BulbSchematic.jpg,107.83,True,313,488,3
data\raw\Hazardous\e-waste\Avv5bVd22NhcKDUGMWzvNW - Copy.jpg,hazardous,Avv5bVd22NhcKDUGMWzvNW - Copy.jpg,200.43,True,620,946,3
data\raw\Organic\food_scraps\14220kg-foodscrapstrial-45.jpg,organic,14220kg-foodscrapstrial-45.jpg,1891.72,True,2048,1366,3
data\raw\Organic\yard_trimmings\Grasscycling_545px5B35D.jpg,organic,Grasscycling_545px5B35D.jpg,390.42,True,545,363,3
data\raw\Hazardous\e-waste\66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept - Copy.jpg,hazardous,66016104-inefficient-tungsten-light-bulbs-discarded-in-a-trash-can-green-eco-concept - Copy.jpg,76.04,True,1300,866,3
data\raw\Organic\kitchen_waste\Health-benefits-of-plant-based-diet.jpg,organic,Health-benefits-of-plant-based-diet.jpg,195.12,True,1280,720,3
data\raw\Recyclable\plastic_bottles\210205135323-20210205-coca-cola-13-2-ounce.jpg,recyclable,210205135323-20210205-coca-cola-13-2-ounce.jpg,34.27,True,800,450,3
data\raw\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched - Copy.jpg,hazardous,1200px-Energiesparlampe_01_retouched - Copy.jpg,55.94,True,1200,855,3
data\raw\Hazardous\pesticides\jefferson-city-pesticide-collection-2018.jpg,hazardous,jefferson-city-pesticide-collection-2018.jpg,86.79,True,840,600,3
data\raw\Non-Recyclable\platics_bags_wrappers\film-group-image.jpg,non-recyclable,film-group-image.jpg,30.44,True,914,562,3
data\raw\Organic\yard_trimmings\Ryan-and-Model-at-compost-b.jpg,organic,Ryan-and-Model-at-compost-b.jpg,141.02,True,300,321,3
data\raw\Hazardous\paints\HouseholdHazWaste.jpg,hazardous,HouseholdHazWaste.jpg,289.49,True,1173,834,3
data\raw\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852.jpeg,hazardous,going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852.jpeg,154.01,True,500,500,3
data\raw\Hazardous\e-waste\ImageForArticle_8587_16733568303499477 - Copy.jpg,hazardous,ImageForArticle_8587_16733568303499477 - Copy.jpg,250.23,True,1000,667,3
data\raw\Organic\coffee_tea_bags\composting-teabag.jpg,organic,composting-teabag.jpg,298.84,True,1600,1200,3
data\raw\Non-Recyclable\platics_bags_wrappers\maxresdefault2.jpg,non-recyclable,maxresdefault2.jpg,99.11,True,1280,720,3
data\raw\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched.jpg,hazardous,1200px-Energiesparlampe_01_retouched.jpg,55.94,True,1200,855,3
data\raw\Hazardous\pesticides\9788193863909__jpg-550x550h.jpg,hazardous,9788193863909__jpg-550x550h.jpg,66.17,True,550,550,3
data\raw\Non-Recyclable\sanitary_napkin\ijerph-15-02562-g001-550.jpg,non-recyclable,ijerph-15-02562-g001-550.jpg,70.27,True,550,323,3
data\raw\Recyclable\paper_products\-paper-garbage-stuff-for-recycle-on-white-background-eco-friendly-2094399346.jpg,recyclable,-paper-garbage-stuff-for-recycle-on-white-background-eco-friendly-2094399346.jpg,301.79,True,1500,1180,3
data\raw\Hazardous\e-waste\electronic-waste-hero.jpg,hazardous,electronic-waste-hero.jpg,541.4,True,3000,1170,3
data\raw\Hazardous\pesticides\consider-these-tips-on-how-to-safely-dispose-of-pesticides_1646_40117501_0_14045613_500.jpg,hazardous,consider-these-tips-on-how-to-safely-dispose-of-pesticides_1646_40117501_0_14045613_500.jpg,121.75,True,500,334,3
data\raw\Hazardous\e-waste\Compact-Flourescent-Lighbulb.png,hazardous,Compact-Flourescent-Lighbulb.png,425.77,True,730,852,3
data\raw\Organic\kitchen_waste\waste20ryc.png,organic,waste20ryc.png,557.44,True,584,417,3
data\raw\Non-Recyclable\diapers\diapersshutterstockilife.jpg,non-recyclable,diapersshutterstockilife.jpg,520.22,True,1000,662,3
data\raw\Organic\yard_trimmings\Dispose-of-Yard-Waste.jpg,organic,Dispose-of-Yard-Waste.jpg,155.31,True,1300,1000,3
data\raw\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg,hazardous,safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg,72.91,True,800,534,3
data\raw\Organic\food_scraps\ac_food_scraps_fairy_shot_3_1686.jpg,organic,ac_food_scraps_fairy_shot_3_1686.jpg,449.3,True,1600,1067,3
data\raw\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345 - Copy.jpg,hazardous,t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345 - Copy.jpg,307.88,True,1500,1101,3
data\raw\Hazardous\e-waste\e-waste3 - Copy.jpg,hazardous,e-waste3 - Copy.jpg,120.8,True,793,447,3
data\raw\Non-Recyclable\platics_bags_wrappers\earth-globe-plastic-bag-pollution-ecology-environment-planet-global-warming_772720-4773.jpg,non-recyclable,earth-globe-plastic-bag-pollution-ecology-environment-planet-global-warming_772720-4773.jpg,44.24,True,494,626,3
data\raw\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG.jpg,hazardous,S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG.jpg,1708.94,True,3500,2306,3
data\raw\Non-Recyclable\sanitary_napkin\GettyImages-1168730611_732x549-thumbnail.jpg,non-recyclable,GettyImages-1168730611_732x549-thumbnail.jpg,34.85,True,732,549,3
data\raw\Organic\food_scraps\food-waste-in-america1.jpg,organic,food-waste-in-america1.jpg,1020.8,True,980,654,3
data\raw\Non-Recyclable\sanitary_napkin\1-s2.0-S2405844022011471-ga1.jpg,non-recyclable,1-s2.0-S2405844022011471-ga1.jpg,44.85,True,366,200,3
data\raw\Recyclable\cans_all_type\f2682342b94143bdbaac90802452fa81_0_0.jpg,recyclable,f2682342b94143bdbaac90802452fa81_0_0.jpg,326.13,True,1300,866,3
data\raw\Hazardous\e-waste\t5-recycling - Copy.jpg,hazardous,t5-recycling - Copy.jpg,347.0,True,799,414,3
data\raw\Organic\kitchen_waste\healthy-food-eating-groceries-1200x628-facebook.jpg,organic,healthy-food-eating-groceries-1200x628-facebook.jpg,94.54,True,1200,628,3
data\raw\Hazardous\pesticides\tiny-people-spraying-pesticides-insecticides-vegetables_778687-830.jpg,hazardous,tiny-people-spraying-pesticides-insecticides-vegetables_778687-830.jpg,36.25,True,626,417,3
data\raw\Non-Recyclable\diapers\1-s2.0-S0921344919304549-ga1.jpg,non-recyclable,1-s2.0-S0921344919304549-ga1.jpg,40.27,True,496,200,3
data\raw\Recyclable\paper_products\or-recycling-urban-scene-environmental-conservation-concept-hong-kong-MPHXY8.jpg,recyclable,or-recycling-urban-scene-environmental-conservation-concept-hong-kong-MPHXY8.jpg,266.44,True,1300,956,3
data\raw\Recyclable\cans_all_type\hpm_0000_0002_0_img0010.jpg,recyclable,hpm_0000_0002_0_img0010.jpg,39.08,True,519,423,3
data\raw\Organic\yard_trimmings\stock-photo-row-of-recycling-yard-waste-paper-bags-121844143.jpg,organic,stock-photo-row-of-recycling-yard-waste-paper-bags-121844143.jpg,781.54,True,1500,1278,3
data\raw\Recyclable\glass_containers\il_570xN.2449419144_cwa3.jpg,recyclable,il_570xN.2449419144_cwa3.jpg,100.19,True,570,580,3
data\raw\Hazardous\batteries\NAWMA-Safe-Battery-Recycling-content.jpg,hazardous,NAWMA-Safe-Battery-Recycling-content.jpg,332.67,True,1695,1100,3
data\raw\Organic\coffee_tea_bags\set-isometric-line-coffee-beans-cup-tea-with-bag-vector-46606594.jpg,organic,set-isometric-line-coffee-beans-cup-tea-with-bag-vector-46606594.jpg,67.12,True,1000,780,3
data\raw\Hazardous\paints\Paint-Disposal-scaled.jpg,hazardous,Paint-Disposal-scaled.jpg,1005.13,True,2560,1707,3
data\raw\Recyclable\cans_all_type\aluminum-cans-e1453526631407.jpg,recyclable,aluminum-cans-e1453526631407.jpg,79.75,True,510,383,3
data\raw\Hazardous\paints\984.jpg,hazardous,984.jpg,190.07,True,1200,410,3
data\raw\Hazardous\paints\nexus3-paint-cans.png,hazardous,nexus3-paint-cans.png,232.78,True,466,480,3
data\raw\Recyclable\cans_all_type\aluminum-cans-for-recycling.jpg,recyclable,aluminum-cans-for-recycling.jpg,262.97,True,1024,448,3
data\raw\Organic\coffee_tea_bags\main-qimg-54e341d2fe11ce073c93be5f450cee44.webp,organic,main-qimg-54e341d2fe11ce073c93be5f450cee44.webp,36.65,True,600,600,3
data\raw\Recyclable\cans_all_type\maxresdefault2.jpg,recyclable,maxresdefault2.jpg,171.59,True,1280,720,3
data\raw\Organic\coffee_tea_bags\Coffee-and-tea-bags_Shutterstock_Jouke-van-Keulen.jpg,organic,Coffee-and-tea-bags_Shutterstock_Jouke-van-Keulen.jpg,44.26,True,735,513,3
data\raw\Non-Recyclable\ceramic_product\amic-tiles-floor-family-quarrel-irritation-broken-dishes-for-happiness-photo.jpg,non-recyclable,amic-tiles-floor-family-quarrel-irritation-broken-dishes-for-happiness-photo.jpg,445.78,True,2940,1960,3
data\raw\Recyclable\glass_containers\1-Glass-Jar-Dry-Goods-Food-Storage-Post-Thumbnail-Copyright-Your-Family-Ark-LLC-950x667.jpg,recyclable,1-Glass-Jar-Dry-Goods-Food-Storage-Post-Thumbnail-Copyright-Your-Family-Ark-LLC-950x667.jpg,120.26,True,950,667,3
data\raw\Hazardous\paints\yellowPaint2.jpg,hazardous,yellowPaint2.jpg,30.1,True,331,226,3
data\raw\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap.jpg,hazardous,1200px-Handy_schrott_mobile_phone_scrap.jpg,270.91,True,1200,900,3
data\raw\Hazardous\batteries\lithium-ion-aa-batteries.jpg,hazardous,lithium-ion-aa-batteries.jpg,70.66,True,1474,1336,3
data\raw\Organic\food_scraps\foodwaste3.jpg,organic,foodwaste3.jpg,145.8,True,1000,600,3
data\raw\Hazardous\pesticides\Pesticides-Pros-Cons-2.jpg,hazardous,Pesticides-Pros-Cons-2.jpg,134.54,True,829,565,3
data\raw\Hazardous\e-waste\Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI.jpg,hazardous,Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI.jpg,112.37,True,670,352,3
data\raw\Organic\yard_trimmings\No20YW20in20Plastic20Postcard.png,organic,No20YW20in20Plastic20Postcard.png,599.4,True,1198,564,3
data\raw\Non-Recyclable\diapers\100444583_8-pampers-active-baby-diapers-small-3-8-kg.jpg,non-recyclable,100444583_8-pampers-active-baby-diapers-small-3-8-kg.jpg,36.28,True,500,500,3
data\raw\Non-Recyclable\sanitary_napkin\Mask_Group_1295.png,non-recyclable,Mask_Group_1295.png,35.16,True,355,215,3
data\raw\Non-Recyclable\ceramic_product\-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.jpg,non-recyclable,-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.jpg,113.37,True,1200,630,3
data\raw\Hazardous\pesticides\NThZgLN.jpg,hazardous,NThZgLN.jpg,39.68,True,505,300,3
data\raw\Organic\food_scraps\1600x960_804605-food-waste.jpg,organic,1600x960_804605-food-waste.jpg,60.44,True,1600,960,3
data\raw\Hazardous\paints\paint-cans-household-hazardous-waste.jpg,hazardous,paint-cans-household-hazardous-waste.jpg,88.14,True,1000,609,3
data\raw\Organic\coffee_tea_bags\a82ae4de-f25b-45c9-a0dd-5a32a4de43af_425x425.jpg,organic,a82ae4de-f25b-45c9-a0dd-5a32a4de43af_425x425.jpg,31.6,True,425,425,3
data\raw\Recyclable\glass_containers\korken-jar-with-lid-clear-glass__1059754_pe849771_s5.jpg,recyclable,korken-jar-with-lid-clear-glass__1059754_pe849771_s5.jpg,268.18,True,1400,1400,3
data\raw\Recyclable\glass_containers\korken-bottle-shaped-jar-with-lid-clear-glass__1152258_pe885224_s5.jpg,recyclable,korken-bottle-shaped-jar-with-lid-clear-glass__1152258_pe885224_s5.jpg,49.77,True,1400,1400,3
data\raw\Hazardous\e-waste\-1x-1.jpg,hazardous,-1x-1.jpg,182.36,True,2000,1332,3
data\raw\Non-Recyclable\diapers\piles-of-plastic-disposable-nappies-on-funafuti-tuvalu-A6T59T.jpg,non-recyclable,piles-of-plastic-disposable-nappies-on-funafuti-tuvalu-A6T59T.jpg,189.24,True,864,1390,3
data\raw\Hazardous\batteries\Lithium20batttery20pic.jpg,hazardous,Lithium20batttery20pic.jpg,178.63,True,1858,580,3
data\raw\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg,hazardous,depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg,52.17,True,1024,657,3
data\raw\Recyclable\paper_products\251911498.jpg,recyclable,251911498.jpg,246.04,True,1500,1620,3
data\raw\Organic\kitchen_waste\ImageForArticle_1068_15838554769721277.png,organic,ImageForArticle_1068_15838554769721277.png,995.56,True,950,638,3
data\raw\Hazardous\batteries\AMP-17_61f252bb2428a.jpg,hazardous,AMP-17_61f252bb2428a.jpg,252.08,True,1200,900,3
data\raw\Non-Recyclable\platics_bags_wrappers\cd665f1197fabc2e6c6a4d42461b57d8.jpg,non-recyclable,cd665f1197fabc2e6c6a4d42461b57d8.jpg,29.14,True,430,325,3
data\raw\Hazardous\pesticides\fig13.png,hazardous,fig13.png,72.05,True,900,877,3
data\raw\Hazardous\e-waste\800px-Ewaste-pile.jpg,hazardous,800px-Ewaste-pile.jpg,188.29,True,800,1067,3
data\raw\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg,hazardous,WASTE-superJumbo - Copy.jpg,364.1,True,2048,1363,3
data\raw\Non-Recyclable\diapers\nappies-environmental-impact-disposable-pollution-environment-soil-230432314.jpg,non-recyclable,nappies-environmental-impact-disposable-pollution-environment-soil-230432314.jpg,74.14,True,800,533,3
data\raw\Organic\food_scraps\AdobeStock_539756104_e836ab76d05c8bfad90ac05325f1c4bf.jpeg,organic,AdobeStock_539756104_e836ab76d05c8bfad90ac05325f1c4bf.jpeg,37.23,True,640,360,3
data\raw\Non-Recyclable\ceramic_product\granbyware2.jpg,non-recyclable,granbyware2.jpg,118.07,True,680,383,3
data\raw\Organic\egg_shells\broken-egg-shells.jpg,organic,broken-egg-shells.jpg,43.7,True,728,484,3
data\raw\Non-Recyclable\stroform_product\FoldedTakeout_PSD_1.jpg,non-recyclable,FoldedTakeout_PSD_1.jpg,99.8,True,1369,1200,3
data\raw\Organic\yard_trimmings\pile-pruned-debris-shrub-trimmings-piled-neighborhood-sidewalk-yard-garden-trimmings-187559803.jpg,organic,pile-pruned-debris-shrub-trimmings-piled-neighborhood-sidewalk-yard-garden-trimmings-187559803.jpg,141.68,True,800,672,3
data\raw\Recyclable\plastic_bottles\7-ways-to-upcycle-plastic-bottles-in-the-garden-pest-traps.jpg,recyclable,7-ways-to-upcycle-plastic-bottles-in-the-garden-pest-traps.jpg,172.41,True,822,500,3
data\raw\Non-Recyclable\sanitary_napkin\menstrual-pad-with-pink-glitter-on-pastel-royalty-free-image-920307028-1559531564.jpg,non-recyclable,menstrual-pad-with-pink-glitter-on-pastel-royalty-free-image-920307028-1559531564.jpg,718.21,True,4777,3185,3
data\raw\Hazardous\e-waste\lightbulbs - Copy.png,hazardous,lightbulbs - Copy.png,56.13,True,625,449,3
data\raw\Hazardous\batteries\non-rechargeable-batteries-product-image_0.png,hazardous,non-rechargeable-batteries-product-image_0.png,91.76,True,477,294,3
data\raw\Non-Recyclable\platics_bags_wrappers\37873163825_1c95fa47b7_z.jpg,non-recyclable,37873163825_1c95fa47b7_z.jpg,144.15,True,640,640,3
data\raw\Non-Recyclable\ceramic_product\maxresdefault2.jpg,non-recyclable,maxresdefault2.jpg,163.11,True,1280,720,3
data\raw\Hazardous\pesticides\img-pesticides.jpg,hazardous,img-pesticides.jpg,75.55,True,800,500,3
data\raw\Hazardous\pesticides\e-suit-mask-lemon-trees-man-spraying-toxic-pesticides-insecticides-184466768.jpg,hazardous,e-suit-mask-lemon-trees-man-spraying-toxic-pesticides-insecticides-184466768.jpg,51.12,True,800,511,3
data\raw\Hazardous\e-waste\incandescent-led-cfl - Copy.png,hazardous,incandescent-led-cfl - Copy.png,81.26,True,640,382,3
data\raw\Non-Recyclable\ceramic_product\glass-waste-stock-image_csp12318466.jpg,non-recyclable,glass-waste-stock-image_csp12318466.jpg,140.55,True,600,470,3
data\raw\Hazardous\batteries\batteries2.jpg,hazardous,batteries2.jpg,441.71,True,2716,1810,3
data\raw\Recyclable\cans_all_type\37-tin-can-crafts-1.jpg.webp,recyclable,37-tin-can-crafts-1.jpg.webp,109.37,True,1000,1579,3
data\raw\Organic\kitchen_waste\Untitled-design-5-2-770x433.jpg,organic,Untitled-design-5-2-770x433.jpg,48.04,True,770,433,3
data\raw\Recyclable\plastic_bottles\roud-empty-plastic-soda-bottle-groud-garbage-pollution-environment-177143555.jpg,recyclable,roud-empty-plastic-soda-bottle-groud-garbage-pollution-environment-177143555.jpg,393.96,True,1600,1290,3
data\raw\Non-Recyclable\ceramic_product\71OXpnqqnYL._AC_UF10001000_QL80_.jpg,non-recyclable,71OXpnqqnYL._AC_UF10001000_QL80_.jpg,159.59,True,1000,923,3
data\raw\Organic\kitchen_waste\190726-compost-al-1416.jpg,organic,190726-compost-al-1416.jpg,99.98,True,760,507,3
data\raw\Recyclable\cans_all_type\healthy-canned-soups-campbell-s-chunky-heart-healthy-clam-chowder.jpg,recyclable,healthy-canned-soups-campbell-s-chunky-heart-healthy-clam-chowder.jpg,255.52,True,728,524,3
data\raw\Non-Recyclable\sanitary_napkin\15-Best-Feminine-Hygiene-Products.jpg,non-recyclable,15-Best-Feminine-Hygiene-Products.jpg,324.57,True,720,810,3
data\raw\Organic\egg_shells\001_486_IMG_broken-brown-eggshell-marble-surface.jpg,organic,001_486_IMG_broken-brown-eggshell-marble-surface.jpg,63.74,True,1080,790,3
data\raw\Organic\coffee_tea_bags\LaurenElliePhoto-04001_06e128bc-2494-45da-8b95-d58055a1b85d_600x.jpg,organic,LaurenElliePhoto-04001_06e128bc-2494-45da-8b95-d58055a1b85d_600x.jpg,94.89,True,600,900,3
data\raw\Recyclable\glass_containers\61UB8QC4wL.jpg,recyclable,61UB8QC4wL.jpg,103.09,True,1000,1000,3
data\raw\Non-Recyclable\stroform_product\1608802952plasticfoodpackaging.jpg,non-recyclable,1608802952plasticfoodpackaging.jpg,261.81,True,1024,683,3
data\raw\Hazardous\e-waste\circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board.jpg,hazardous,circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board.jpg,59.57,True,450,300,3
data\raw\Hazardous\e-waste\electronic-waste-hero - Copy.jpg,hazardous,electronic-waste-hero - Copy.jpg,541.4,True,3000,1170,3
data\raw\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,hazardous,E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,898.28,True,1200,400,3
